# lam,data uncert
22698.44371353104,0.05620023869696231
22699.05993593331,0.1219421925275384
22699.67615833547,0.08765934558315704
22700.29238073774,0.02995453597923155
22700.90860313991,0.01380820834907166
22701.52482554207,0.02058652074078490
22702.14104794434,0.02856514279123821
22702.75727034650,0.05394898867345857
22703.37349274877,0.06415342303950410
22703.98971515094,0.04322233464185695
22704.60593755320,0.1036829517206446
22705.22215995537,0.04874813600560884
22705.83838235763,0.04395956473126843
22706.45460475980,0.03984009786300562
22707.07082716206,0.05293814874399066
22707.68704956423,0.03221895542337977
22708.30327196650,0.02239607380267312
22708.91949436866,0.02773815981743445
22709.53571677092,0.01575714099778076
22710.15193917309,0.02794424902085326
22710.76816157536,0.02272538655878884
22711.38438397753,0.04410624349844652
22712.00060637979,0.02715374907550155
22712.61682878196,0.02405274315041294
22713.23305118412,0.03088543250478724
22713.84927358639,0.02346857700182534
22714.46549598856,0.03889232439662400
22715.08171839082,0.04329160605191358
22715.69794079298,0.04104314954187988
22716.31416319525,0.03403574329895537
22716.93038559742,0.03711015291607577
22717.54660799968,0.02258219646511482
22718.16283040184,0.04865849898122223
22718.77905280412,0.04547100999856802
22719.39527520628,0.01529077872829152
22720.01149760854,0.02807128308040331
22720.62772001071,0.02726473008759935
22721.24394241298,0.02769762168878395
22721.86016481514,0.03567495640584093
22722.47638721741,0.02933507114891653
22723.09260961957,0.02820892476713915
22723.70883202184,0.01599658500949854
22724.32505442400,0.02926469263213905
22724.94127682617,0.03629276057607469
22725.55749922843,0.02220877966684076
22726.17372163060,0.02327510366569058
22726.78994403287,0.05665473175253737
22727.40616643503,0.03445347011273119
22728.02238883730,0.03807531825664182
22728.63861123946,0.03163865127498117
22729.25483364173,0.01682448199001369
22729.87105604389,0.03709238771520638
22730.48727844616,0.02892263527539964
22731.10350084833,0.02997004834665735
22731.71972325060,0.04535466080620752
22732.33594565276,0.03648779158561900
22732.95216805503,0.03048778809199421
22733.56839045719,0.02494075860053680
22734.18461285946,0.03502108115384196
22734.80083526162,0.02755822922862911
22735.41705766389,0.03678592512687556
22736.03328006605,0.02639330836495420
22736.64950246832,0.03504036540811901
22737.26572487048,0.03523154729080829
22737.88194727275,0.02971507909417981
22738.49816967491,0.02042105977935433
22739.11439207708,0.01877547437215693
22739.73061447934,0.02822867246143888
22740.34683688151,0.04593164363444359
22740.96305928377,0.07638051563786667
22741.57928168595,0.1240357055899895
22742.19550408821,0.05265583653017502
22742.81172649038,0.09787626708314699
22743.42794889264,0.05668528017403233
22744.04417129481,0.06497767686650763
22744.66039369708,0.1442400427920713
22745.27661609924,0.06684437465785904
22745.89283850150,0.1134867808070855
22746.50906090367,0.04349551966189259
22747.12528330594,0.03413220319034255
22747.74150570810,0.03298809850768633
22748.35772811036,0.04405078517573253
22748.97395051253,0.03468253821727453
22749.59017291470,0.03453809941020607
22750.20639531696,0.03623419977987554
22750.82261771913,0.02804963013267701
22751.43884012139,0.02241149605676118
22752.05506252356,0.03495520830395164
22752.67128492583,0.02251587304853579
22753.28750732800,0.02548100093364155
22753.90372973026,0.03349618325255069
22754.51995213243,0.01860481258380518
22755.13617453469,0.02735977391225054
22755.75239693686,0.03918346771753849
22756.36861933912,0.03667220209464358
22756.98484174129,0.03685240302346215
22757.60106414355,0.05101608274326300
22758.21728654572,0.05768757220974860
22758.83350894798,0.05662489136441039
22759.44973135015,0.06118676322765670
22760.06595375241,0.05891441380978708
22760.68217615458,0.01819128247690141
22761.29839855674,0.04494143965931887
22761.91462095901,0.03247607452262918
22762.53084336128,0.04990783029569464
22763.14706576345,0.05343480196829559
22763.76328816561,0.04595324508883404
22764.37951056788,0.03683928509615353
22764.99573297004,0.03441811993766791
22765.61195537231,0.02341538438588890
22766.22817777447,0.04029684375202425
22766.84440017674,0.02770499810914493
22767.46062257891,0.02795978713494699
22768.07684498117,0.03217688536798764
22768.69306738333,0.03531743817501157
22769.30928978560,0.02698487668057071
22769.92551218777,0.008493273482972371
22770.54173459003,0.01809021393195537
22771.15795699220,0.03135599148114852
22771.77417939447,0.03440482178368380
22772.39040179663,0.05026798755998647
22773.00662419890,0.02951493737105206
22773.62284660106,0.03069210077532608
22774.23906900333,0.03132049969941165
22774.85529140550,0.03476759233477019
22775.47151380766,0.02674428694213019
22776.08773620993,0.02083934014649056
22776.70395861209,0.02388914882240705
22777.32018101436,0.03366952269436681
22777.93640341652,0.03053375876757723
22778.55262581879,0.03018876629069418
22779.16884822095,0.02512108826269501
22779.78507062322,0.03368391508173781
22780.40129302538,0.01886513714321146
22781.01751542765,0.02253535040282229
22781.63373782982,0.04191842039138006
22782.24996023209,0.02947370408236754
22782.86618263425,0.05058257322204816
22783.48240503652,0.04224608536074848
22784.09862743868,0.03399236016349899
22784.71484984095,0.03309662071299713
22785.33107224311,0.01947659475980129
22785.94729464538,0.04636770207578317
22786.56351704754,0.04841955702952902
22787.17973944971,0.02703707804979197
22787.79596185197,0.03804153862832207
22788.41218425414,0.02227749752353696
22789.02840665640,0.02755015764823410
22789.64462905857,0.03922739153302134
22790.26085146084,0.04240912613539394
22790.87707386300,0.02768845587500206
22791.49329626526,0.02140442801414451
22792.10951866744,0.03520890309636681
22792.72574106970,0.02620873050258810
22793.34196347187,0.03899013598807732
22793.95818587413,0.02360823980199341
22794.57440827630,0.02842846660454963
22795.19063067856,0.02092111156382558
22795.80685308073,0.03721741353465816
22796.42307548299,0.05154521538915740
22797.03929788516,0.04070171010517071
22797.65552028743,0.03246160489525441
22798.27174268959,0.03191858192201359
22798.88796509176,0.04102129062081016
22799.50418749402,0.03545697224184001
22800.12040989629,0.02238159130196438
22800.73663229846,0.04386073614643202
22801.35285470062,0.01483255240586710
22801.96907710288,0.02065940955768522
22802.58529950506,0.03602762138976612
22803.20152190732,0.04138292831850778
22803.81774430949,0.03185950619245591
22804.43396671175,0.03137978140231274
22805.05018911392,0.03772619343955655
22805.66641151618,0.03177225073485252
22806.28263391835,0.03554088063261294
22806.89885632061,0.03087692323103749
22807.51507872278,0.03541526263979886
22808.13130112504,0.01515788730178816
22808.74752352721,0.03095153707468890
22809.36374592947,0.03680972792137374
22809.97996833164,0.05050985175848936
22810.59619073390,0.03381344656807675
22811.21241313607,0.02332769123493075
22811.82863553823,0.03088270335798702
22812.44485794050,0.04013890081762826
22813.06108034267,0.04077709634885992
22813.67730274494,0.02365170017745359
22814.29352514710,0.02263626446776077
22814.90974754937,0.02444893287646811
22815.52596995153,0.03404590035945244
22816.14219235380,0.03364448405980815
22816.75841475596,0.02703407856297852
22817.37463715823,0.01897109755506356
22817.99085956040,0.03071099882958424
22818.60708196266,0.02519346214623680
22819.22330436482,0.01990415680072509
22819.83952676709,0.02655324666611450
22820.45574916925,0.02847555726018746
22821.07197157152,0.02582686879723410
22821.68819397368,0.03007439959176404
22822.30441637596,0.03437150559538672
22822.92063877812,0.02373714049496815
22823.53686118029,0.02315514993982036
22824.15308358256,0.02282021153676266
22824.76930598472,0.01893175664647165
22825.38552838699,0.01604840017870091
22826.00175078915,0.02085127372707456
22826.61797319142,0.03002270028256734
22827.23419559358,0.03124864074922839
22827.85041799585,0.05781319020256269
22828.46664039801,0.05081967428698460
22829.08286280028,0.03607384953202841
22829.69908520244,0.05049830437792426
22830.31530760471,0.04762538818399777
22830.93153000687,0.06088275944611287
22831.54775240914,0.05094858785329331
22832.16397481130,0.04682715136493410
22832.78019721357,0.02081924487217382
22833.39641961574,0.03675844055886387
22834.01264201801,0.04365150584952615
22834.62886442017,0.05709595240079624
22835.24508682244,0.05348000024384081
22835.86130922460,0.03703865441924348
22836.47753162677,0.02939834358534625
22837.09375402903,0.01363050484704197
22837.70997643120,0.03253507301218309
22838.32619883346,0.03967454678823731
22838.94242123563,0.03308542091244904
22839.55864363789,0.01203614758501821
22840.17486604006,0.04664508380269086
22840.79108844233,0.04646501160721191
22841.40731084449,0.04339410353692954
22842.02353324676,0.06483395896614111
22842.63975564892,0.05366166873273120
22843.25597805119,0.04562689319952988
22843.87220045336,0.04260952532520097
22844.48842285562,0.04278783387392693
22845.10464525779,0.05772991260515396
22845.72086766005,0.03924305838045470
22846.33709006222,0.008445270107956541
22846.95331246448,0.02930372458071584
22847.56953486665,0.02900913120629920
22848.18575726892,0.01795754135212939
22848.80197967108,0.07762486497209528
22849.41820207325,0.07005114789479031
22850.03442447551,0.02582552997050191
22850.65064687768,0.04878376939401931
22851.26686927995,0.02772150172328591
22851.88309168211,0.03212557225880984
22852.49931408438,0.04456806148104671
22853.11553648654,0.04462068767028876
22853.73175888881,0.05333633383681014
22854.34798129098,0.04657466666591149
22854.96420369324,0.04580170020141781
22855.58042609541,0.04966053355025923
22856.19664849767,0.04554601004223833
22856.81287089984,0.04562975107966973
22857.42909330210,0.04001301248480095
22858.04531570427,0.04824129997413892
22858.66153810653,0.03864286493108277
22859.27776050870,0.04869209838286650
22859.89398291086,0.04649189112852733
22860.51020531313,0.06698547927143102
22861.12642771529,0.07992198268451033
22861.74265011756,0.05166598013506732
22862.35887251973,0.04434299698336595
22862.97509492200,0.05827889593201980
22863.59131732416,0.06408061146260756
22864.20753972643,0.09299935899115028
