# lam,data flux
22698.44371353104,1.159953301565142
22699.05993593331,1.062283960452121
22699.67615833547,1.047055063840191
22700.29238073774,1.007100097218231
22700.90860313991,0.9669511294534433
22701.52482554207,0.9733288365655519
22702.14104794434,0.9435355648408789
22702.75727034650,0.9534340000586163
22703.37349274877,0.9609594936268947
22703.98971515094,1.011173091350886
22704.60593755320,1.068232856809912
22705.22215995537,0.9985135834646957
22705.83838235763,0.9024505769636183
22706.45460475980,0.9450261681804919
22707.07082716206,0.9394838117092632
22707.68704956423,0.9475349235032640
22708.30327196650,0.9717035781526826
22708.91949436866,0.9592461816097162
22709.53571677092,0.9405965826970527
22710.15193917309,0.9653453097748587
22710.76816157536,0.9616479595272531
22711.38438397753,0.9644171423961032
22712.00060637979,0.9968211262485378
22712.61682878196,1.012681717358048
22713.23305118412,1.007495952237603
22713.84927358639,1.007085164150833
22714.46549598856,1.022291017494969
22715.08171839082,0.9987696340772261
22715.69794079298,1.053799660970255
22716.31416319525,1.061510659280944
22716.93038559742,1.011067143812368
22717.54660799968,0.9768352752704814
22718.16283040184,0.9760842449670613
22718.77905280412,1.016008058120830
22719.39527520628,1.034209407544891
22720.01149760854,1.005563793543048
22720.62772001071,0.9703140304846818
22721.24394241298,0.9636724200263250
22721.86016481514,0.9996510712536948
22722.47638721741,0.9709891081177183
22723.09260961957,0.9435746997761275
22723.70883202184,0.9479695272578658
22724.32505442400,0.9520677531250891
22724.94127682617,0.9446424140950452
22725.55749922843,0.9673074633375480
22726.17372163060,0.9287728116517610
22726.78994403287,0.9089154365466585
22727.40616643503,0.9126690432636839
22728.02238883730,0.9176349318400351
22728.63861123946,0.9426059813953875
22729.25483364173,0.9306237396090073
22729.87105604389,0.9611639221702323
22730.48727844616,0.9495390441346738
22731.10350084833,0.9640286251770902
22731.71972325060,0.9687521088749119
22732.33594565276,0.9915879872591080
22732.95216805503,0.9640604223119795
22733.56839045719,0.9515949155686163
22734.18461285946,0.9647557110793386
22734.80083526162,0.9915986721262976
22735.41705766389,0.9879613116149611
22736.03328006605,0.9771970159548509
22736.64950246832,1.016761019424345
22737.26572487048,1.047508720129059
22737.88194727275,1.006302336712524
22738.49816967491,0.9730170444169604
22739.11439207708,0.9831151450444688
22739.73061447934,0.9567750164221170
22740.34683688151,0.9281402160208033
22740.96305928377,0.9187932744300547
22741.57928168595,1.046182380530818
22742.19550408821,1.274183671888617
22742.81172649038,1.100466140253992
22743.42794889264,0.8375748955221021
22744.04417129481,0.8139435738323124
22744.66039369708,0.9965874752371036
22745.27661609924,1.255677095716285
22745.89283850150,1.112355179102478
22746.50906090367,0.9086924704024139
22747.12528330594,0.8762844958164507
22747.74150570810,0.9110273069833414
22748.35772811036,0.9793094013248922
22748.97395051253,0.9977575325610297
22749.59017291470,0.9408849453778311
22750.20639531696,0.9316541212594316
22750.82261771913,0.9410280968515032
22751.43884012139,0.9690039112872346
22752.05506252356,0.9948596163525465
22752.67128492583,0.9961717952834278
22753.28750732800,0.9894929808899171
22753.90372973026,0.9887552101204792
22754.51995213243,1.030111439144347
22755.13617453469,1.072087905398568
22755.75239693686,1.053226153942189
22756.36861933912,1.028024156775534
22756.98484174129,1.001854857294876
22757.60106414355,1.100693998265143
22758.21728654572,1.072705181762109
22758.83350894798,0.9470828120144721
22759.44973135015,0.9689484272178526
22760.06595375241,1.069375493932496
22760.68217615458,1.021028529633186
22761.29839855674,0.9611852919046114
22761.91462095901,0.9532978001852844
22762.53084336128,0.9576785957330026
22763.14706576345,0.9494884519321980
22763.76328816561,0.9668148008467718
22764.37951056788,0.9571932710425854
22764.99573297004,0.9700373825378100
22765.61195537231,0.9946137356738471
22766.22817777447,1.026964552657013
22766.84440017674,0.9978870383007008
22767.46062257891,0.9601779535219814
22768.07684498117,0.9586238846459293
22768.69306738333,0.9673205941381906
22769.30928978560,0.9837456809419923
22769.92551218777,1.006526203990146
22770.54173459003,1.010641036458182
22771.15795699220,1.003084518155052
22771.77417939447,1.024375853930329
22772.39040179663,1.026407137296401
22773.00662419890,1.064472555959225
22773.62284660106,1.049261939481523
22774.23906900333,1.013726774609190
22774.85529140550,0.9951859553685167
22775.47151380766,1.039106809984558
22776.08773620993,1.022758576984517
22776.70395861209,1.016880870163543
22777.32018101436,1.048597932915695
22777.93640341652,1.039054801715346
