# SPECTRUM - DATA AND BEST FITTING MODEL.
# FOR PLOTTING
#
# Config file was: /home/mtannock/ModelFittingTools/ExampleFitting2/config.txt
# Input keywords were: /home/mtannock/ModelFittingTools/ExampleFitting2/config.txt
#     2MASS0407
#     /home/mtannock/ModelFittingTools/ExampleFitting2/sampledata2/
#     2M0407_GNIRS_baryvelcor_Nov9.dat
#     2M0407_GNIRS_error_baryvelcor_Nov9.dat
#     GNIRS
#     BTSETTL-CIFIST2011
#     /home/mtannock/ModelFittingTools/ExampleFitting2/samplemodels2/
#     /home/mtannock/ModelFittingTools/ExampleFitting2/BT-Settlmodelnames.txt
#     K
#     2.275,2.3322
#     2.31,2.32
#     0
#     /home/mtannock/ModelFittingTools/ExampleFitting2/
#     Sept10_2022
#     80
#     85
#     1.0
#     40
#     45
#     1.0
#     0.6
#     0.018
#     0
#     /home/mtannock/ModelFittingTools/ExampleFitting2/samplemodels2/
#     Scale
#     5
#     1
#
# NO TELLURIC LINE MASK APPLIED
# MODEL IS: lte017-5.0-0.0a+0.0.BT-Settl.spec.7
# VSINI IS: 84.000000
# RV IS: 44.000000
# DATA divided by factor -- factor: 0.98804181
# reduced chi square is:        1.2161050
#
# wavelength (um),    data flux,      uncertainty,     model flux
       2.3036134       1.0126466     0.053470481      0.97477502
       2.3036750       1.0318312     0.041379014      0.96984530
       2.3037366      0.97110469     0.040553240      0.97139959
       2.3037982      0.91199769     0.071871786      0.97826579
       2.3038598      0.94212926     0.051191174      0.98762302
       2.3039215      0.99206809     0.060691206      0.99980112
       2.3039831       1.0428501     0.037326342       1.0124164
       2.3040447       1.0429150     0.039969726       1.0186100
       2.3041063      0.96994220     0.045075214       1.0224203
       2.3041680      0.98725572     0.032965590       1.0266571
       2.3042296       1.0119426     0.036393341       1.0318615
       2.3042912       1.0201753     0.029401218       1.0362429
       2.3043528       1.0161938     0.032200834       1.0408718
       2.3044144       1.0441839     0.049314195       1.0429759
       2.3044761       1.0453258     0.053815505       1.0407645
       2.3045377       1.0796076     0.031651072       1.0309148
       2.3045993       1.0481847     0.034472067       1.0213370
       2.3046609      0.97837234     0.027976391       1.0159234
       2.3047226      0.97042245     0.037463883       1.0146249
       2.3047842      0.99565408     0.029765993       1.0180631
       2.3048458      0.97760445     0.035328425       1.0244739
       2.3049074       1.0077390     0.027728379       1.0269107
       2.3049690       1.0248963     0.066424379       1.0237743
       2.3050307       1.0126317     0.033524587       1.0187028
       2.3050923      0.98165909     0.037723316       1.0139429
       2.3051539      0.94357319     0.042989196       1.0065786
       2.3052155      0.95390066     0.026787857      0.99801434
       2.3052772      0.98348141     0.027022147      0.99144994
       2.3053388      0.95316089     0.021221032      0.98404321
       2.3054004      0.94553488     0.040774914      0.97454808
       2.3054620      0.96158389     0.031462405      0.96403815
       2.3055236      0.98576952     0.031485649      0.94951955
       2.3055853      0.96029681     0.041462414      0.93883949
       2.3056469      0.94100650     0.039920384      0.93448622
       2.3057085      0.92604735     0.028993082      0.93659499
       2.3057701      0.96366015     0.037665538      0.94264527
       2.3058318      0.94227069     0.028300925      0.94700584
       2.3058934      0.93371167     0.040478038      0.94675356
       2.3059550      0.93185280     0.024109580      0.94643523
       2.3060166      0.92622502     0.023896014      0.94798708
       2.3060782      0.96670408     0.024776537      0.95151307
       2.3061399      0.97729774     0.022409470      0.95659491
       2.3062015      0.97881890     0.033319918      0.96327255
       2.3062631      0.97116476     0.042028557      0.96990388
       2.3063247      0.99342478     0.036873527      0.97864043
       2.3063864       1.0033936     0.034068105      0.99008973
       2.3064480       1.0361004     0.035824872       1.0000366
       2.3065096       1.0150488     0.028104409      0.99970122
       2.3065712       1.0281567     0.041421332      0.99719273
       2.3066328       1.0575299     0.031772476      0.99924104
       2.3066945       1.0517224     0.022800287       1.0013433
       2.3067561       1.0042994     0.047231029       1.0059518
       2.3068177      0.98306202     0.038075249       1.0062953
       2.3068793       1.0083669     0.032238161       1.0021194
       2.3069410      0.98878197     0.027039647      0.99764791
       2.3070026      0.99390074     0.047759102      0.99484727
       2.3070642       1.0507485     0.028790635      0.99328239
       2.3071258       1.0500232     0.054222850      0.99353570
       2.3071874      0.98414839     0.030763100      0.99661722
       2.3072491      0.97523800     0.033553605       1.0014721
       2.3073107       1.0152907     0.029508896       1.0055149
       2.3073723       1.0146788     0.030101089       1.0060300
       2.3074339       1.0575757     0.033411109       1.0092707
       2.3074956       1.0762680     0.034725276       1.0127647
       2.3075572       1.0754956     0.038516845       1.0097110
       2.3076188       1.1163238     0.064118833       1.0014550
       2.3076804       1.0598263     0.034627613      0.99641985
       2.3077420      0.98743800     0.036659589      0.99558356
       2.3078037      0.92792449     0.037693377      0.99393089
       2.3078653      0.96888952     0.041220922      0.98643104
       2.3079269      0.99205188     0.036052667      0.97756633
       2.3079885      0.99134580     0.031663243      0.96952318
       2.3080502      0.93739746     0.041839065      0.96424085
       2.3081118      0.97403276     0.031183446      0.96216812
       2.3081734      0.96797542     0.045704616      0.96309030
       2.3082350       1.0098283     0.029890712      0.96841353
       2.3082966      0.98475896     0.026204072      0.97816511
       2.3083583       1.0189773     0.031060947      0.99199327
       2.3084199       1.0609764     0.026581110       1.0080267
       2.3084815       1.0525384     0.042998173       1.0267658
       2.3085431       1.0510578     0.042309674       1.0460224
       2.3086048       1.0510998     0.040069564       1.0624515
       2.3086664       1.0990443     0.033699248       1.0663370
       2.3087280       1.0779504     0.034260461       1.0650688
       2.3087896       1.0600926     0.028041311       1.0657113
       2.3088512       1.0898811     0.035731040       1.0648646
       2.3089129       1.0990054     0.030098351       1.0558799
       2.3089745       1.0609072     0.027270721       1.0447439
       2.3090361       1.0220511     0.033296558       1.0336965
       2.3090977       1.0124233     0.027296697       1.0242217
       2.3091594       1.0452144     0.043181127       1.0169977
       2.3092210       1.0365192     0.026038456       1.0120755
       2.3092826       1.0413053     0.031712342       1.0078578
       2.3093442       1.0058832     0.029095502       1.0009087
       2.3094058      0.97514169     0.041145123      0.99086081
       2.3094675       1.0354507     0.045956532      0.98258563
       2.3095291      0.99167890     0.029287207      0.97747553
       2.3095907      0.97512087     0.030058398      0.97345854
       2.3096523      0.96701095     0.020790921      0.97314351
       2.3097140      0.99054978     0.046685099      0.97404420
       2.3097756       1.1014619     0.096067924      0.97120599
       2.3098372       1.0398698     0.024810690      0.96584385
       2.3098988      0.99905128     0.028850333      0.96146916
       2.3099604      0.98075326     0.040663541      0.95501886
       2.3100221      0.99872868     0.033334938      0.94424873
       2.3100837      0.99289144     0.028313644      0.93325317
       2.3101453      0.94091242     0.036066437      0.92470410
       2.3102069      0.92766307     0.043242139      0.91719227
       2.3102686      0.94461601     0.040637779      0.91325929
       2.3103302      0.92618879     0.029647458      0.91363707
       2.3103918      0.90735219     0.030594028      0.91913251
       2.3104534      0.91184068     0.021686068      0.93012910
       2.3105150       1.0096155     0.033834739      0.94647061
       2.3105767       1.0988910     0.022444500      0.96706750
       2.3106383       1.0286306     0.031697716      0.99010361
       2.3106999      0.97400415     0.022771907       1.0086625
       2.3107615       1.0201367     0.026236069       1.0242414
       2.3108232       1.0573692     0.021397596       1.0359437
       2.3108848       1.0511644     0.021097240       1.0430879
       2.3109464       1.0672821     0.041891866       1.0434537
       2.3110080       1.0867323     0.048237642       1.0393399
       2.3110697       1.0821696     0.028104494       1.0338436
       2.3111313       1.0387028     0.047574221       1.0217640
       2.3111929       1.0264746     0.038967682       1.0066515
       2.3112545       1.0108634     0.040489895      0.98862919
       2.3113161      0.98826946     0.031091546      0.96829853
       2.3113778      0.96649796     0.035558484      0.94781687
       2.3114394       1.0004555     0.033203494      0.92956119
       2.3115010       1.0115623     0.039978793      0.91664884
       2.3115626       1.0484978     0.076508132      0.90853215
       2.3116243      0.93350714     0.033134457      0.90446483
       2.3116859      0.91333451     0.031807646      0.90317390
       2.3117475      0.95675944     0.021529910      0.90822395
       2.3118091      0.98408037     0.033575469      0.91844193
       2.3118707      0.97814795     0.038581137      0.93153754
       2.3119324      0.95957929     0.037185825      0.94823250
       2.3119940       1.0555878     0.053064130      0.96751796
       2.3120556       1.0864003     0.075001236      0.98843516
       2.3121172       1.0515042     0.022847846       1.0063687
       2.3121789       1.0393752     0.028884450       1.0132975
       2.3122405       1.0505569     0.027390114       1.0144172
       2.3123021       1.0274079     0.032928653       1.0080132
       2.3123637      0.98080808     0.039861216      0.99923987
       2.3124253      0.98393480     0.030527476      0.99151350
       2.3124870      0.98332678     0.026453735      0.98806225
       2.3125486      0.99794505     0.030632887      0.98887738
       2.3126102      0.98780320     0.027923420      0.98934931
       2.3126718       1.0110960     0.031891199      0.99013235
       2.3127335       1.0196284     0.036062498      0.98853874
       2.3127951      0.98536348     0.027557404      0.98708016
       2.3128567      0.99459632     0.028051756      0.98688399
       2.3129183       1.0130482     0.035959433      0.98906564
       2.3129799       1.0068561     0.045463754      0.99337845
       2.3130416       1.0268928     0.039757785       1.0014259
       2.3131032       1.0745464     0.043741404       1.0138377
       2.3131648       1.1092772     0.033581372       1.0284744
       2.3132264       1.0908654     0.035698277       1.0449559
       2.3132881       1.0876847     0.058228771       1.0630345
       2.3133497       1.1058889     0.048330175       1.0791219
       2.3134113       1.0884607     0.029982101       1.0875171
       2.3134729       1.0586444     0.027885873       1.0834243
       2.3135345       1.1237860     0.087044669       1.0694407
       2.3135962       1.1665533      0.10298630       1.0521080
       2.3136578       1.0791291     0.036344415       1.0353416
       2.3137194       1.0119035     0.027289720       1.0196587
       2.3137810      0.97807818     0.021951392       1.0015190
       2.3138427      0.95863690     0.028980663      0.98341858
       2.3139043      0.98916195     0.028190947      0.96962158
       2.3139659      0.96531497     0.036900341      0.96078647
       2.3140275      0.98838500     0.040688167      0.95552225
       2.3140891      0.95547284     0.041114559      0.95492565
       2.3141508      0.94039832     0.020489322      0.95713205
       2.3142124      0.97044597     0.029399359      0.95979543
       2.3142740      0.96084333     0.025684816      0.96504247
       2.3143356      0.98394577     0.023142612      0.97230485
       2.3143973      0.98438709     0.030301537      0.97708451
       2.3144589      0.98598660     0.025526366      0.98202328
       2.3145205       1.0004736     0.025149986      0.99069023
       2.3145821      0.99966709     0.032587207       1.0008040
       2.3146437       1.0518460     0.049136360       1.0097503
       2.3147054       1.0572060     0.042488612       1.0095656
       2.3147670       1.0211004     0.043882929      0.99476320
       2.3148286      0.97968930     0.026872141      0.97526008
       2.3148902      0.95634212     0.025131546      0.95506636
       2.3149519      0.94128429     0.023702268      0.93523845
       2.3150135      0.96877320     0.026193702      0.92157529
       2.3150751      0.93396768     0.038973362      0.91243537
       2.3151367      0.91420539     0.026162697      0.90257429
       2.3151983      0.90726669     0.028867165      0.89489663
       2.3152600      0.89056357     0.021713792      0.89184271
       2.3153216      0.90286354     0.022493590      0.89302872
       2.3153832      0.93541352     0.034365058      0.89891239
       2.3154448      0.90538160     0.040421111      0.90994294
       2.3155065      0.94646010     0.027310355      0.92588304
       2.3155681      0.98105981     0.048738232      0.94679753
       2.3156297      0.99092848     0.039048031      0.97277147
       2.3156913       1.0231807     0.044913909       1.0007120
       2.3157529       1.0249872     0.043491847       1.0240049
       2.3158146       1.0484867     0.062677919       1.0474547
       2.3158762       1.0653721     0.031200902       1.0718370
       2.3159378       1.0884227     0.034188392       1.0942986
       2.3159994       1.0615416     0.026547006       1.1081084
       2.3160611       1.0662382     0.033109804       1.1024768
       2.3161227       1.0649195     0.019864994       1.0860206
       2.3161843       1.0401803     0.032149817       1.0674666
       2.3162459       1.0475811     0.034907000       1.0445055
       2.3163075      0.99862236     0.054509939       1.0199978
       2.3163692      0.95957754     0.044920141      0.99917093
       2.3164308      0.93826245     0.061738852      0.98112274
       2.3164924      0.94934558     0.028228708      0.96598939
       2.3165540      0.96551298     0.038652815      0.95566989
       2.3166157      0.92076490     0.049690735      0.94887331
       2.3166773      0.96230331     0.029770132      0.94612365
       2.3167389       1.0043909     0.054229011      0.94807872
       2.3168005      0.98557897     0.057167608      0.95393329
       2.3168621      0.94780995     0.027968338      0.96030949
       2.3169238      0.92166009     0.082162767      0.96744600
       2.3169854      0.93655011     0.035842502      0.97925254
       2.3170470      0.96034893     0.046837243      0.99430241
       2.3171086      0.96865226     0.049574980       1.0101445
       2.3171703      0.98000475     0.031697781       1.0260755
       2.3172319       1.0605773     0.065298601       1.0404910
       2.3172935       1.0793342     0.084119969       1.0500073
       2.3173551       1.0288955     0.040848552       1.0536282
       2.3174167       1.0026215     0.065265727       1.0418167
       2.3174784      0.96873839     0.034711184       1.0193007
       2.3175400      0.96583273     0.043256589      0.99556271
       2.3176016      0.96603058     0.056727855      0.97102291
       2.3176632      0.95888879     0.055310694      0.94991881
       2.3177249      0.95490661     0.034131110      0.93383655
       2.3177865      0.97438842     0.046446549      0.91988184
       2.3178481      0.98700558     0.076248330      0.90899332
       2.3179097      0.94426512     0.052241474      0.90108576
       2.3179713      0.88784734     0.039034860      0.89711959
       2.3180330      0.88799768     0.034909438      0.89841409
       2.3180946      0.88957288     0.036297251      0.90678136
       2.3181562      0.90779017     0.054009495      0.91975107
       2.3182178      0.90830808     0.030418800      0.92810785
       2.3182795      0.90156645     0.024211546      0.93899364
       2.3183411      0.99178331     0.026427997      0.95579966
       2.3184027       1.0114050     0.027241067      0.97891179
       2.3184643      0.96888793     0.029688578       1.0059972
       2.3185259       1.0073300     0.033097093       1.0361083
       2.3185876       1.0551867     0.041362458       1.0622996
       2.3186492       1.0391092     0.040484230       1.0867428
       2.3187108       1.0640089     0.038108835       1.1072813
       2.3187724       1.0855755     0.046556197       1.1140691
       2.3188341       1.0687461     0.052113314       1.1053888
       2.3188957       1.0445498     0.047998842       1.0858281
       2.3189573       1.0169259     0.039268213       1.0646906
       2.3190189       1.0135801     0.036475303       1.0454309
       2.3190805       1.0082806     0.041431108       1.0297056
       2.3191422      0.99977404     0.029193341       1.0173905
       2.3192038      0.96475955     0.049709518       1.0080727
       2.3192654       1.0019078     0.035054043      0.99998255
       2.3193270      0.98352670     0.038370876      0.99161936
       2.3193887      0.96200375     0.024194347      0.98446351
       2.3194503      0.96750439     0.045505655      0.98324215
       2.3195119      0.99118450     0.025776310      0.98517235
       2.3195735      0.98259115     0.029804902      0.98601836
       2.3196351       1.0246030     0.036502231      0.98900178
       2.3196968       1.0612198     0.039831173      0.99239144
       2.3197584       1.0846420     0.068300909      0.99940887
       2.3198200       1.1470712      0.23876210       1.0119894
       2.3198816       1.0576044     0.064275938       1.0290314
       2.3199433       1.1040342     0.048574229       1.0494115
       2.3200049       1.0841740     0.063173340       1.0711415
       2.3200665       1.0781734     0.070491531       1.0902142
       2.3201281       1.0875313     0.052264853       1.1049059
       2.3201897       1.0573416     0.046010713       1.1082891
       2.3202514       1.0598355     0.046758630       1.1001908
       2.3203130       1.1030092     0.054550352       1.0800379
       2.3203746       1.0778467     0.035641791       1.0541641
       2.3204362       1.0284100     0.043764232       1.0293734
       2.3204979       1.0268652     0.045836966       1.0085921
       2.3205595      0.99409350     0.035043339      0.99177862
       2.3206211      0.93896821     0.052295469      0.97897730
       2.3206827      0.95521587     0.037500851      0.96512124
       2.3207443      0.98658731     0.034720533      0.95259900
       2.3208060       1.0023396     0.032711134      0.94374759
       2.3208676      0.93623910     0.020548805      0.93772268
       2.3209292      0.91223321     0.032572093      0.93445759
       2.3209908       1.0044385     0.026222706      0.93012744
       2.3210525      0.97720699     0.029216055      0.92878290
       2.3211141      0.91104148     0.027911358      0.93311561
       2.3211757      0.94266274     0.026240971      0.94331349
       2.3212373      0.95167358     0.031706180      0.95811446
       2.3212989      0.98402253     0.026763762      0.97824766
       2.3213606       1.0226462     0.030074067       1.0011535
       2.3214222       1.0250120     0.043695278       1.0237757
       2.3214838       1.0216056     0.032697547       1.0478796
       2.3215454       1.0930499     0.028898484       1.0724423
       2.3216071       1.0887855     0.027070102       1.0913906
       2.3216687       1.0992531     0.039457905       1.0954457
       2.3217303       1.0783169     0.050462409       1.0906552
       2.3217919       1.0825165     0.040793752       1.0763111
       2.3218535       1.0134253     0.030693535       1.0544246
       2.3219152      0.99069662     0.018611814       1.0325693
       2.3219768      0.93252296     0.036740052       1.0125440
       2.3220384       1.0647159     0.075739440      0.99595093
       2.3221000       1.1934722     0.059318223      0.98279178
       2.3221617       1.0472644     0.040928930      0.97272596
       2.3222233      0.84427049     0.043941563      0.96552303
       2.3222849      0.78943284     0.030128329      0.95490213
       2.3223465      0.85956845     0.035369758      0.93862431
       2.3224081      0.87659433     0.031144242      0.91841380
       2.3224698      0.90030829     0.036897178      0.89841691
       2.3225314      0.90025728     0.037560088      0.87933853
       2.3225930      0.88711330     0.028536176      0.86015978
       2.3226546      0.88084508     0.031918150      0.84481861
       2.3227163      0.88920641     0.024958277      0.83236672
       2.3227779      0.92425507     0.049481027      0.82190446
       2.3228395      0.90311622     0.036299058      0.81501612
       2.3229011      0.81528775     0.028206018      0.81243332
       2.3229627      0.76023619     0.028668398      0.81015063
       2.3230244      0.76773920     0.035562774      0.81094940
       2.3230860      0.81898451     0.036587067      0.81308516
       2.3231476      0.80442027     0.035351415      0.80720583
       2.3232092      0.77825404     0.027942888      0.79534836
       2.3232709      0.81503570     0.037191735      0.78216269
       2.3233325      0.83937072     0.047641396      0.76538402
       2.3233941      0.85200870     0.040878442      0.74692699
       2.3234557      0.69677213     0.064760576      0.73150651
       2.3235173      0.65730681     0.037051318      0.72252427
       2.3235790      0.66424487     0.024106313      0.72222049
       2.3236406      0.72126511     0.030886845      0.72901310
       2.3237022      0.75466388     0.037063236      0.73447008
       2.3237638      0.73694463     0.023392235      0.73447561
       2.3238255      0.74489755     0.032729023      0.73431797
       2.3238871      0.76253590     0.032114577      0.73817856
       2.3239487      0.77630856     0.033083758      0.74572996
       2.3240103      0.80680182     0.025834397      0.75705277
       2.3240719      0.79411823     0.033864631      0.76867416
       2.3241336      0.78204440     0.034625305      0.77730883
       2.3241952      0.79426729     0.031986585      0.78670076
       2.3242568      0.83792535     0.025665007      0.79772424
       2.3243184      0.83482327     0.042136077      0.81123808
       2.3243801      0.87371123     0.062423812      0.82880556
       2.3244417      0.85563919     0.050936273      0.84686862
       2.3245033      0.86597191     0.046660613      0.86289740
       2.3245649      0.90012744     0.047336629      0.87604695
       2.3246265      0.94303588     0.052629643      0.89052976
       2.3246882      0.89318001     0.043144266      0.89981923
       2.3247498      0.88372484     0.038730101      0.90668223
       2.3248114      0.95057609     0.026974319      0.90964697
       2.3248730       1.0606678     0.049593490      0.90797547
       2.3249347      0.97358429     0.021327109      0.89954681
       2.3249963      0.86943267     0.037573772      0.88883703
       2.3250579      0.83766616     0.036792736      0.87825629
       2.3251195      0.85715035     0.029934983      0.86539576
       2.3251811      0.82209788     0.022587371      0.85556309
       2.3252428      0.84232660     0.019721334      0.85108023
       2.3253044      0.92612315     0.034126034      0.85117814
       2.3253660      0.96188090     0.031867066      0.85422260
       2.3254276      0.92551577     0.023216174      0.85607048
       2.3254893      0.86670436     0.052759944      0.84918609
       2.3255509      0.83547642     0.060481027      0.84358191
       2.3256125      0.82723904     0.030330922      0.84283238
       2.3256741      0.83537567     0.034308016      0.84965404
       2.3257357      0.90283112     0.078183333      0.85943250
       2.3257974      0.88104198     0.030193081      0.87072168
       2.3258590      0.88439675     0.027419101      0.87976790
       2.3259206      0.88263545     0.023394579      0.88706984
       2.3259822      0.88806188     0.027925644      0.89127126
       2.3260439      0.89038638     0.032355291      0.89475995
       2.3261055      0.94736434     0.026927600      0.90268998
       2.3261671      0.96043840     0.037591824      0.91554103
       2.3262287      0.93239248     0.029028938      0.92770324
       2.3262903      0.93818601     0.034852796      0.93323525
       2.3263520      0.94784698     0.036347715      0.93457747
       2.3264136      0.92260661     0.036994436      0.93377506
       2.3264752      0.93552286     0.025354543      0.93057828
       2.3265368      0.94111536     0.041430306      0.92118892
       2.3265985      0.90170614     0.025300890      0.90916830
       2.3266601      0.87999947     0.049404904      0.90029955
       2.3267217      0.87745360     0.043188928      0.89563215
       2.3267833      0.90405082     0.046332978      0.88999731
       2.3268449      0.88887824     0.053098455      0.88479403
       2.3269066      0.88621970     0.033566951      0.88034894
       2.3269682      0.90747678     0.028657379      0.87976818
       2.3270298      0.92807944     0.050595964      0.88346745
       2.3270914      0.92975952     0.034203350      0.88838271
       2.3271531      0.92561605     0.033610422      0.88998985
       2.3272147      0.91805074     0.039162293      0.89066186
       2.3272763      0.90883903     0.021040708      0.89461983
       2.3273379      0.91659472     0.026669415      0.89682355
       2.3273995      0.91715571     0.039743913      0.89940828
       2.3274612      0.90961296     0.030836746      0.90442751
       2.3275228      0.90883172     0.024612614      0.91071763
       2.3275844      0.94784857     0.039864166      0.91495827
       2.3276460      0.98004559     0.036999087      0.92256392
       2.3277077      0.99011562     0.033206992      0.93358189
       2.3277693      0.99211608     0.036138070      0.94513283
       2.3278309      0.96973084     0.060307699      0.94897990
       2.3278925      0.93857886     0.043366891      0.94432772
       2.3279541      0.96838941     0.033041555      0.93598657
       2.3280158      0.90882520     0.047200764      0.92820418
       2.3280774      0.92624489     0.044870496      0.92003011
       2.3281390      0.93260400     0.041254737      0.91049545
       2.3282006      0.91577820     0.028701621      0.89548372
       2.3282623      0.90086021     0.026650096      0.87811357
       2.3283239      0.88699824     0.043790162      0.86551043
       2.3283855      0.85323364     0.040058674      0.85807933
       2.3284471      0.89196269     0.025705547      0.85108556
       2.3285087      0.85680009     0.037462490      0.83355924
       2.3285704      0.87178149     0.037827699      0.81509245
       2.3286320      0.97292541     0.055951854      0.80225499
       2.3286936      0.97011399     0.076593705      0.79668506
       2.3287552      0.77004622     0.058537686      0.79864805
       2.3288169      0.75242583     0.045748341      0.80608057
       2.3288785      0.83288700     0.082517873      0.81099901
       2.3289401      0.81527551     0.037035248      0.81875497
       2.3290017      0.86324900     0.026905599      0.83170230
       2.3290633      0.89173496     0.028338160      0.85011700
       2.3291250      0.88222656     0.033342844      0.86659694
       2.3291866      0.92248964     0.029084765      0.87812527
       2.3292482      0.90467521     0.025463106      0.88289835
       2.3293098      0.89718046     0.028437674      0.88908626
       2.3293715      0.94126236     0.022287511      0.90170037
       2.3294331      0.99288255     0.026659367      0.92015051
       2.3294947      0.97943106     0.035054766      0.94002028
       2.3295563      0.94408920     0.031880705      0.95384921
       2.3296179      0.96203998     0.032225255      0.96447126
       2.3296796       1.0480091     0.021949018      0.97352838
       2.3297412       1.0178132     0.022796661      0.98398153
       2.3298028      0.98436897     0.026890424      0.98898049
       2.3298644      0.97197047     0.037630336      0.98280500
       2.3299261      0.98292265     0.031017136      0.96629326
       2.3299877      0.97892554     0.047405616      0.94635473
       2.3300493      0.97126472     0.049210984      0.92569982
       2.3301109      0.94686582     0.035551084      0.90939334
       2.3301725      0.90561474     0.032696619      0.89235040
       2.3302342      0.88467994     0.028957378      0.87290043
       2.3302958      0.90925667     0.024700858      0.85365590
       2.3303574      0.89750942     0.030137085      0.83860169
       2.3304190      0.84793324     0.035433636      0.83018008
       2.3304807      0.84119097     0.031111763      0.82580352
       2.3305423      0.85860159     0.038430691      0.82167137
       2.3306039      0.82940478     0.037734727      0.81609270
       2.3306655      0.82880677     0.029006451      0.81142787
       2.3307271      0.85335426     0.024427159      0.80940949
       2.3307888      0.84007743     0.025120891      0.80785698
       2.3308504      0.80633333     0.022999481      0.80489815
       2.3309120      0.82328611     0.031200721      0.80469864
       2.3309736      0.86057806     0.029326410      0.80883104
       2.3310353      0.86298504     0.025723399      0.82034289
       2.3310969      0.82203606     0.036071587      0.83913469
       2.3311585      0.87324671     0.026949343      0.86267362
       2.3312201      0.89332383     0.025644601      0.88515745
       2.3312817      0.90883855     0.034435480      0.90436995
       2.3313434      0.93739968     0.026623165      0.91740919
       2.3314050      0.95366768     0.040281896      0.92499997
       2.3314666      0.91156067     0.032797594      0.93379194
       2.3315282      0.88546547     0.028615837      0.94290061
       2.3315899      0.88495280     0.048190922      0.94525697
       2.3316515      0.92483560     0.037700219      0.93575938
       2.3317131      0.98356548     0.048767534      0.92061589
       2.3317747      0.98586439     0.055791254      0.90637063
       2.3318363      0.87879614     0.035385888      0.89472718
       2.3318980      0.85500574     0.035478737      0.88844777
       2.3319596      0.89455147     0.030395681      0.88826194
       2.3320212      0.90003241     0.036840480      0.89352067
       2.3320828      0.87114089     0.031876718      0.90290828
       2.3321445      0.92405435     0.032747581      0.90949228
