# SPECTRUM - DATA AND BEST FITTING MODEL.
# FOR PLOTTING
#
# Config file was: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
# Input keywords were: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
#     2MASS0817
#     ~/ModelFittingTools/ExampleFitting1/sampledata1/
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     IGRINS
#     SONORA-BOBCAT
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     ~/ModelFittingTools/ExampleFitting1/SonoraBobcatModelNames.txt
#     m100
#     1.779,1.798
#     1.779,1.798
#     0
#     ~/ModelFittingTools/ExampleFitting1/
#     Sept10_2022
#     21
#     23
#     0.5
#     8
#     11
#     0.5
#     0.6
#     0.01405
#     35
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     Quadratic
#     -7.0
#     1
#
# MODEL IS: sp_t1200g3160nc_m0.0
# VSINI IS: 22.000000
# RV IS: 10.500000
# DATA divided by quadratic (ax^2 + bx + c) -- a: -357.17147
# DATA divided by quadratic (ax^2 + bx + c) -- b: 1280.2255
# DATA divided by quadratic (ax^2 + bx + c) -- c: -1146.2311
# reduced chi square is:        19.652490
#
# wavelength (um),    data flux,      uncertainty,     model flux
       1.7842854      0.49291529     0.042378089      0.43896084
       1.7842978      0.41819359     0.039054284      0.42052552
       1.7843102      0.46523121     0.036877003      0.41562733
       1.7843226      0.46905152     0.035526187      0.42383935
       1.7843350      0.46908764     0.033941277      0.44472115
       1.7843474      0.41572209     0.033447363      0.47783520
       1.7843598      0.36345093     0.032880844      0.52182063
       1.7843722      0.45570942     0.032366143      0.57640219
       1.7843845      0.55375805     0.033685225      0.64010036
       1.7843969      0.63102481     0.034106682      0.71041802
       1.7844093      0.73942274     0.034398097      0.78533664
       1.7844217      0.83514681     0.033993206      0.86271718
       1.7844340      0.98361636     0.033283258      0.93847823
       1.7844464      0.87629373     0.032475703       1.0101107
       1.7844588      0.87801901     0.031675323       1.0752475
       1.7844712       1.0497930     0.031752320       1.1302510
       1.7844835       1.0510362     0.031900613       1.1738244
       1.7844959       1.0289048     0.032062318       1.2059652
       1.7845083       1.1326091     0.032650501       1.2266487
       1.7845206       1.1608395     0.032853675       1.2355511
       1.7845330       1.1344190     0.033303834       1.2323938
       1.7845453       1.2151135     0.033649391       1.2174158
       1.7845577       1.2738211     0.034002415       1.1911078
       1.7845701       1.1482291     0.034666790       1.1542469
       1.7845824       1.0938512     0.035672139       1.1069686
       1.7845948       1.0921751     0.037003286       1.0511523
       1.7846071       1.1257408     0.039147180      0.98747017
       1.7846195       1.0994236     0.041885473      0.91672120
       1.7846318             NaN             NaN      0.84300986
       1.7846442             NaN             NaN      0.76834848
       1.7846565             NaN             NaN      0.69457129
       1.7846689             NaN             NaN      0.62498762
       1.7846812             NaN             NaN      0.55986855
       1.7846935             NaN             NaN      0.50028212
       1.7847059             NaN             NaN      0.44620623
       1.7847182             NaN             NaN      0.39668587
       1.7847306             NaN             NaN      0.35045782
       1.7847429             NaN             NaN      0.30821162
       1.7847552             NaN             NaN      0.27006074
       1.7847676             NaN             NaN      0.23627646
       1.7847799             NaN             NaN      0.20879794
       1.7847922             NaN             NaN      0.18988890
       1.7848046             NaN             NaN      0.17989410
       1.7848169             NaN             NaN      0.17887111
       1.7848292             NaN             NaN      0.18523735
       1.7848415             NaN             NaN      0.19651043
       1.7848538             NaN             NaN      0.20887716
       1.7848662             NaN             NaN      0.22182831
       1.7848785      0.33645063     0.056385113      0.23581810
       1.7848908      0.36115024     0.048518947      0.25213487
       1.7849031      0.36348621     0.043631188      0.27025583
       1.7849154      0.21126351     0.040492229      0.28797382
       1.7849277      0.24879138     0.039129591      0.30593830
       1.7849401      0.46952615     0.037745072      0.32727814
       1.7849524      0.63870357     0.036874191      0.35759911
       1.7849647      0.57585841     0.035885369      0.39843558
       1.7849770      0.62903217     0.034973998      0.44942443
       1.7849893      0.49540705     0.035595764      0.50809508
       1.7850016      0.54955632     0.039287368      0.57167338
       1.7850139      0.74484902     0.045725695      0.63877481
       1.7850262      0.85762155     0.052150224      0.70964690
       1.7850385      0.86198842     0.056146099      0.78208577
       1.7850508      0.91266016     0.057101858      0.85414815
       1.7850631      0.89281303     0.054245683      0.92697468
       1.7850754       1.1219936     0.048953992       1.0003077
       1.7850877       1.0311574     0.041759709       1.0725325
       1.7851000       1.0782310     0.036908170       1.1412849
       1.7851122       1.1888570     0.034563085       1.2043216
       1.7851245       1.1744125     0.033242889       1.2611021
       1.7851368       1.1698314     0.031919244       1.3118111
       1.7851491       1.2166862     0.031276047       1.3561794
       1.7851614       1.3712096     0.030793886       1.3948280
       1.7851737       1.4670231     0.031003575       1.4290687
       1.7851860       1.5258553     0.030624572       1.4566363
       1.7851982       1.3109105     0.030408463       1.4747385
       1.7852105       1.2963500     0.030699576       1.4811436
       1.7852228       1.3736223     0.030437477       1.4767096
       1.7852351       1.3311666     0.030067704       1.4616601
       1.7852473       1.3550650     0.030069419       1.4390911
       1.7852596       1.4093608     0.029757566       1.4121233
       1.7852719       1.3504672     0.029594396       1.3833247
       1.7852841       1.2595043     0.029929535       1.3548017
       1.7852964       1.3447334     0.029925593       1.3275882
       1.7853087       1.3573216     0.030666353       1.3016295
       1.7853209       1.3338695     0.033665883       1.2765983
       1.7853332       1.2758879     0.037343861       1.2516924
       1.7853455       1.2524260     0.039525551       1.2248549
       1.7853577       1.3308826     0.040400047       1.1938441
       1.7853700       1.1669732     0.038988801       1.1540646
       1.7853822       1.1678156     0.037390041       1.1038811
       1.7853945       1.1724052     0.034925959       1.0477041
       1.7854067       1.1778849     0.031990155      0.99334226
       1.7854190       1.0484473     0.030462904      0.94399832
       1.7854312      0.94270174     0.030671504      0.90111739
       1.7854435      0.92085255     0.030889823      0.86426836
       1.7854557      0.92875830     0.030882643      0.83457572
       1.7854680      0.85665928     0.030387769      0.81277110
       1.7854802      0.92272967     0.029844936      0.79605521
       1.7854925      0.81365284     0.028790436      0.78100193
       1.7855047      0.76192420     0.028212933      0.76329768
       1.7855170      0.78550406     0.027944709      0.74313739
       1.7855292      0.78234879     0.028404487      0.72276857
       1.7855414      0.74938225     0.028263350      0.70557928
       1.7855537      0.78845271     0.028063188      0.69279935
       1.7855659      0.70680987     0.027931036      0.68481334
       1.7855781      0.73539982     0.028110611      0.68045287
       1.7855904      0.73359307     0.028170675      0.67873964
       1.7856026      0.76424083     0.028054042      0.67864919
       1.7856148      0.70594268     0.028369633      0.67732562
       1.7856270      0.68938793     0.028571449      0.67197412
       1.7856393      0.63800514     0.029390764      0.65739079
       1.7856515      0.61118133     0.031294932      0.63156787
       1.7856637      0.60787271     0.035060564      0.59464934
       1.7856759      0.60703123     0.040457057      0.55049392
       1.7856882      0.50759562     0.046157011      0.50355809
       1.7857004      0.62190899     0.052988173      0.45702645
       1.7857126      0.53834127     0.057163060      0.41466440
       1.7857248      0.47881734     0.054390951      0.37835226
       1.7857370      0.36381733     0.047380602      0.34966323
       1.7857492      0.29550642     0.041732019      0.32904094
       1.7857614      0.17324850     0.037378057      0.31473511
       1.7857736      0.16459732     0.033099827      0.30350273
       1.7857859      0.26679854     0.030217854      0.29447383
       1.7857981      0.25513247     0.028902913      0.28856585
       1.7858103      0.29279015     0.029081728      0.28712376
       1.7858225      0.34747202     0.029101859      0.28977947
       1.7858347      0.28496492     0.029691658      0.29575286
       1.7858469      0.18836452     0.031304354      0.30311590
       1.7858591      0.34403707     0.033609807      0.31088486
       1.7858713      0.39696324     0.036741527      0.31745696
       1.7858835             NaN             NaN      0.32210691
       1.7858956             NaN             NaN      0.32437776
       1.7859078             NaN             NaN      0.32405040
       1.7859200             NaN             NaN      0.32131936
       1.7859322             NaN             NaN      0.31649968
       1.7859444             NaN             NaN      0.30997577
       1.7859566             NaN             NaN      0.30142509
       1.7859688             NaN             NaN      0.29072940
       1.7859810             NaN             NaN      0.27884610
       1.7859931      0.28108243     0.041824171      0.26811138
       1.7860053      0.22664723     0.035869562      0.26229235
       1.7860175      0.22520523     0.032275108      0.26346529
       1.7860297      0.25132656     0.030323225      0.27314261
       1.7860419      0.30254741     0.028806834      0.29276433
       1.7860540      0.21962431     0.028117146      0.32220235
       1.7860662      0.25563744     0.027600488      0.36143204
       1.7860784      0.33964623     0.027506253      0.40891178
       1.7860905      0.35176509     0.027185857      0.46325248
       1.7861027      0.44781544     0.027146128      0.52297001
       1.7861149      0.49960606     0.027213530      0.58508117
       1.7861270      0.56502386     0.027302602      0.64766103
       1.7861392      0.69387146     0.027061943      0.70700306
       1.7861514      0.68413348     0.026979764      0.76118349
       1.7861635      0.75808135     0.027132742      0.80833144
       1.7861757      0.85013883     0.027550467      0.84496177
       1.7861879      0.87410015     0.028210833      0.86968441
       1.7862000      0.74140199     0.028543815      0.88091960
       1.7862122      0.75561795     0.028769905      0.87976116
       1.7862243      0.79191430     0.029502820      0.86857265
       1.7862365      0.70922104     0.030540642      0.84962344
       1.7862486      0.80903050     0.030844519      0.82487753
       1.7862608      0.69212817     0.030679048      0.79570566
       1.7862729      0.65715407     0.030483165      0.76595823
       1.7862851      0.67842170     0.028944461      0.73811758
       1.7862972      0.66053271     0.027436281      0.71494469
       1.7863094      0.65567630     0.026504996      0.69902277
       1.7863215      0.62869926     0.025980495      0.69200234
       1.7863336      0.64970348     0.025726565      0.69536996
       1.7863458      0.66264006     0.025526944      0.71045018
       1.7863579      0.68785038     0.025657726      0.73760576
       1.7863701      0.71802570     0.026089273      0.77649161
       1.7863822      0.77915139     0.025797524      0.82598256
       1.7863943      0.90453731     0.025945819      0.88554697
       1.7864065      0.93460013     0.026068408      0.95268794
       1.7864186       1.0411120     0.026317185       1.0256313
       1.7864307       1.1882516     0.027006821       1.1023424
       1.7864428       1.1622560     0.027626067       1.1817409
       1.7864550       1.2006266     0.028722854       1.2628102
       1.7864671       1.3400557     0.029806939       1.3404584
       1.7864792       1.3924082     0.030254312       1.4088185
       1.7864913       1.3895668     0.030390573       1.4656567
       1.7865035       1.4984693     0.029943611       1.5119184
       1.7865156       1.4913432     0.028915644       1.5497610
       1.7865277       1.4453364     0.028284593       1.5800075
       1.7865398       1.5091537     0.027695797       1.6030507
       1.7865519       1.4849929     0.027355823       1.6177546
       1.7865640       1.4729566     0.027187073       1.6227711
       1.7865762       1.4372648     0.027218410       1.6151518
       1.7865883       1.3990421     0.027412080       1.5959061
       1.7866004       1.4033524     0.027412984       1.5685277
       1.7866125       1.3293622     0.027373321       1.5387373
       1.7866246       1.3208002     0.027175360       1.5089665
       1.7866367       1.3185070     0.026771081       1.4786044
       1.7866488       1.3437109     0.026519324       1.4452315
       1.7866609       1.2736548     0.026406507       1.4097613
       1.7866730       1.3268029     0.026643985       1.3744278
       1.7866851       1.2806896     0.026464728       1.3423329
       1.7866972       1.2889334     0.026521500       1.3130391
       1.7867093       1.2264118     0.026439674       1.2857033
       1.7867214       1.2389792     0.026431247       1.2595290
       1.7867335       1.2488779     0.026253956       1.2335862
       1.7867456       1.2308826     0.026357797       1.2039841
       1.7867577       1.2223900     0.026619750       1.1672985
       1.7867698       1.2594376     0.026675036       1.1261319
       1.7867818       1.2077526     0.026742684       1.0888494
       1.7867939       1.1740081     0.027280707       1.0591279
       1.7868060       1.1761270     0.027737618       1.0387905
       1.7868181       1.1436129     0.028375078       1.0270403
       1.7868302       1.0588354     0.028525845       1.0209895
       1.7868423       1.1133929     0.028401399       1.0170205
       1.7868543       1.0669524     0.028214478       1.0078773
       1.7868664       1.0057991     0.027713196      0.99012317
       1.7868785      0.89694600     0.027224866      0.96421295
       1.7868906      0.90570223     0.026966539      0.93750985
       1.7869026      0.83761528     0.026922956      0.91316456
       1.7869147      0.79035972     0.026633651      0.89151229
       1.7869268      0.72725166     0.026647400      0.86919320
       1.7869389      0.72966138     0.026927169      0.84485941
       1.7869509      0.66745525     0.027145406      0.81988398
       1.7869630      0.59554240     0.027408054      0.79644112
       1.7869751      0.53524308     0.028281840      0.77583115
       1.7869871      0.55296539     0.028855020      0.75732825
       1.7869992      0.54965886     0.030282401      0.73937800
       1.7870112      0.55817809     0.031690993      0.71905116
       1.7870233      0.48361170     0.034062893      0.69159667
       1.7870354             NaN             NaN      0.65492017
       1.7870474             NaN             NaN      0.61029701
       1.7870595             NaN             NaN      0.56246466
       1.7870715             NaN             NaN      0.51456413
       1.7870836             NaN             NaN      0.46927852
       1.7870956             NaN             NaN      0.42817824
       1.7871077             NaN             NaN      0.39178564
       1.7871197             NaN             NaN      0.36033880
       1.7871318             NaN             NaN      0.33312952
       1.7871438             NaN             NaN      0.30802370
       1.7871559             NaN             NaN      0.28375324
       1.7871679      0.13254046     0.037969468      0.26099136
       1.7871800     0.078479115     0.032981627      0.24238962
       1.7871920      0.20385952     0.030370888      0.23028428
       1.7872040      0.23909439     0.028591564      0.22760555
       1.7872161      0.21591548     0.027400713      0.23520334
       1.7872281      0.21761641     0.026748178      0.25266074
       1.7872401      0.33205656     0.026127025      0.27879579
       1.7872522      0.30879108     0.025967700      0.31157874
       1.7872642      0.41418515     0.025821306      0.34729491
       1.7872762      0.47779966     0.025677529      0.38420057
       1.7872883      0.48341364     0.025733135      0.42172263
       1.7873003      0.56003614     0.025433048      0.45915078
       1.7873123      0.59213894     0.025329897      0.49610505
       1.7873243      0.64001850     0.025178753      0.53112661
       1.7873364      0.67449359     0.025060495      0.56097751
       1.7873484      0.69383633     0.025253971      0.58423511
       1.7873604      0.71629530     0.025375137      0.59914265
       1.7873724      0.70056296     0.025243880      0.60460012
       1.7873844      0.64997712     0.025495254      0.60058992
       1.7873965      0.68425160     0.025822461      0.58804972
       1.7874085      0.60615177     0.026529925      0.57012031
       1.7874205      0.59288821     0.027329327      0.54891249
       1.7874325      0.68643440     0.028136487      0.52599891
       1.7874445      0.58407798     0.028547897      0.50137727
       1.7874565      0.52230915     0.028949902      0.47576186
       1.7874685      0.54431010     0.029136583      0.45039709
       1.7874805      0.52575337     0.028955445      0.42908199
       1.7874925      0.43425541     0.028798481      0.41281085
       1.7875045      0.42543167     0.029001029      0.40223562
       1.7875166      0.31615853     0.028694402      0.39575660
       1.7875286      0.28506048     0.027859362      0.39106852
       1.7875406      0.32695853     0.027224745      0.38514826
       1.7875526      0.32042807     0.026465081      0.37606217
       1.7875645      0.33595663     0.026167888      0.36509162
       1.7875765      0.33190172     0.026405263      0.35644551
       1.7875885      0.29974402     0.026366724      0.35244621
       1.7876005      0.23811703     0.026336333      0.35499806
       1.7876125      0.34114357     0.026585202      0.36512570
       1.7876245      0.34780463     0.026409649      0.38293560
       1.7876365      0.36069631     0.026513641      0.40812879
       1.7876485      0.37579137     0.026288493      0.43922762
       1.7876605      0.50930286     0.026229383      0.47414234
       1.7876725      0.51268564     0.026384300      0.51185801
       1.7876844      0.57325904     0.026759683      0.55248561
       1.7876964      0.62680241     0.027148431      0.59725231
       1.7877084      0.68964516     0.027093185      0.64665854
       1.7877204      0.76610473     0.027172815      0.69948924
       1.7877324      0.74106992     0.027412743      0.75540896
       1.7877443      0.80606734     0.027885831      0.81447476
       1.7877563      0.87101201     0.028062111      0.87387082
       1.7877683      0.92165318     0.028488072      0.93189778
       1.7877803      0.98303970     0.028970510      0.98812881
       1.7877922       1.0075008     0.029920006       1.0464884
       1.7878042       1.1337784     0.030447863       1.1066768
       1.7878162       1.2141141     0.030834042       1.1672884
       1.7878281       1.2692811     0.031131496       1.2234677
       1.7878401       1.3162203     0.031885727       1.2741748
       1.7878521       1.3638785     0.033078165       1.3189473
       1.7878640       1.5849321     0.033539200       1.3596032
       1.7878760       1.7026792     0.034855409       1.3977305
       1.7878880       1.7595428     0.036614962       1.4344589
       1.7878999       1.6849238     0.039114505       1.4697060
       1.7879119       1.7349086     0.048577791       1.5042642
       1.7879238             NaN             NaN       1.5382370
       1.7879358             NaN             NaN       1.5718087
       1.7879477             NaN             NaN       1.6043730
       1.7879597             NaN             NaN       1.6355972
       1.7879716             NaN             NaN       1.6646104
       1.7879836             NaN             NaN       1.6908987
       1.7879955             NaN             NaN       1.7132274
       1.7880075             NaN             NaN       1.7314609
       1.7880194             NaN             NaN       1.7449929
       1.7880314             NaN             NaN       1.7517525
       1.7880433             NaN             NaN       1.7463561
       1.7880553             NaN             NaN       1.7271793
       1.7880672       2.0167198     0.046145669       1.6950879
       1.7880791       2.0349375     0.036061874       1.6521551
       1.7880911       1.9338109     0.032609675       1.5976426
       1.7881030       1.8517930     0.030649672       1.5309721
       1.7881149       1.7701961     0.029640705       1.4518825
       1.7881269       1.6712587     0.029090857       1.3635984
       1.7881388       1.5958699     0.029248377       1.2702846
       1.7881507       1.4692801     0.029383472       1.1799026
       1.7881627       1.2876635     0.028874616       1.0954469
       1.7881746       1.2337138     0.028895255       1.0189386
       1.7881865       1.1710360     0.029205088      0.95341897
       1.7881984       1.1545612     0.028294383      0.90045050
       1.7882104       1.0444729     0.027502546      0.86143939
       1.7882223      0.93175035     0.027018211      0.83743250
       1.7882342      0.92374689     0.026805326      0.82870781
       1.7882461      0.91560408     0.026671107      0.83432781
       1.7882581      0.93366285     0.026601145      0.85150039
       1.7882700      0.99765288     0.026766777      0.87830970
       1.7882819       1.0000355     0.026634619      0.91331960
       1.7882938       1.0414853     0.026626357      0.95687301
       1.7883057       1.1343473     0.026798346       1.0089565
       1.7883176       1.1267807     0.026772795       1.0693883
       1.7883295       1.1930458     0.026748177       1.1383139
       1.7883414       1.2627387     0.026673260       1.2136051
       1.7883534       1.2842209     0.026828618       1.2937578
       1.7883653       1.3610006     0.026723140       1.3741390
       1.7883772       1.4196996     0.026867268       1.4505913
       1.7883891       1.4622387     0.026804513       1.5184037
       1.7884010       1.5049999     0.027009743       1.5715285
       1.7884129       1.5004301     0.026888131       1.6095327
       1.7884248       1.5217305     0.026891702       1.6336514
       1.7884367       1.6254170     0.027177362       1.6485993
       1.7884486       1.6531075     0.026893033       1.6573050
       1.7884605       1.6588374     0.027020093       1.6617054
       1.7884724       1.6214022     0.026973286       1.6635640
       1.7884843       1.5898956     0.026928579       1.6635372
       1.7884962       1.6257260     0.026911660       1.6626358
       1.7885080       1.6772155     0.027149607       1.6606495
       1.7885199       1.6402458     0.027380642       1.6565200
       1.7885318       1.7422240     0.027483892       1.6501638
       1.7885437       1.7959098     0.027686968       1.6416284
       1.7885556       1.7162439     0.027857533       1.6307821
       1.7885675       1.6466491     0.027983777       1.6165070
       1.7885794       1.7942670     0.027750436       1.5983088
       1.7885912       1.9053084     0.027450548       1.5763547
       1.7886031       1.8636267     0.027349354       1.5513924
       1.7886150       1.8476931     0.027204122       1.5251094
       1.7886269       1.8515255     0.027192177       1.4974327
       1.7886388       1.8764148     0.027262000       1.4685130
       1.7886506       1.8107704     0.027394519       1.4370882
       1.7886625       1.8152474     0.027332038       1.4021128
       1.7886744       1.8021581     0.027410290       1.3611225
       1.7886863       1.7310436     0.027281894       1.3097732
       1.7886981       1.6831918     0.027358818       1.2468290
       1.7887100       1.4825760     0.027681589       1.1731914
       1.7887219       1.4692678     0.028523667       1.0931658
       1.7887337       1.3829779     0.029637683       1.0089517
       1.7887456       1.3113681     0.031873599      0.92312918
       1.7887575       1.2590965     0.035542815      0.83802122
       1.7887693             NaN             NaN      0.75608890
       1.7887812             NaN             NaN      0.67931340
       1.7887930             NaN             NaN      0.60926841
       1.7888049             NaN             NaN      0.54770193
       1.7888167             NaN             NaN      0.49644448
       1.7888286             NaN             NaN      0.45821431
       1.7888405      0.65207258     0.039781247      0.43352374
       1.7888523      0.50610972     0.032970359      0.42266648
       1.7888642      0.50019334     0.029405343      0.42603847
       1.7888760      0.47625713     0.027285984      0.44418272
       1.7888879      0.44117228     0.025928528      0.47786786
       1.7888997      0.45851419     0.025543168      0.52679907
       1.7889116      0.52852623     0.025475814      0.59015215
       1.7889234      0.57827212     0.025049884      0.66618544
       1.7889352      0.69344429     0.025504046      0.75360757
       1.7889471      0.76094397     0.025186202      0.84867900
       1.7889589      0.90168975     0.025066133      0.94898527
       1.7889708       1.0012856     0.025370482       1.0509158
       1.7889826       1.1191888     0.025716392       1.1515221
       1.7889945       1.1284712     0.025901447       1.2502663
       1.7890063       1.2735978     0.025895182       1.3467671
       1.7890181       1.4656340     0.025803935       1.4382136
       1.7890300       1.5220134     0.025781384       1.5227392
       1.7890418       1.6663284     0.025978129       1.5985603
       1.7890536       1.7539166     0.026173292       1.6641140
       1.7890655       1.8083589     0.026281603       1.7181391
       1.7890773       1.8495570     0.026435592       1.7615189
       1.7890891       1.9177744     0.026359023       1.7948835
       1.7891009       1.9311686     0.026319555       1.8176432
       1.7891128       1.9333327     0.026381317       1.8277791
       1.7891246       1.9522278     0.026543950       1.8244319
       1.7891364       1.9594611     0.026642029       1.8079891
       1.7891482       1.9286127     0.026219772       1.7784451
       1.7891600       1.8631588     0.025974342       1.7395201
       1.7891719       1.8039299     0.026381866       1.6958815
       1.7891837       1.7523555     0.026292872       1.6525510
       1.7891955       1.7251277     0.025901041       1.6140684
       1.7892073       1.6205829     0.025989752       1.5823260
       1.7892191       1.5867520     0.025902021       1.5584387
       1.7892309       1.5006808     0.025839296       1.5422229
       1.7892427       1.4348588     0.025815999       1.5327371
       1.7892546       1.3916648     0.025670364       1.5288660
       1.7892664       1.4198197     0.025651689       1.5300103
       1.7892782       1.3552422     0.025718011       1.5356474
       1.7892900       1.3223450     0.025657933       1.5449250
       1.7893018       1.3004008     0.025615636       1.5574664
       1.7893136       1.3184045     0.025636876       1.5717851
       1.7893254       1.3951818     0.025570247       1.5858191
       1.7893372       1.3434489     0.025577965       1.5973692
       1.7893490       1.3286473     0.025524491       1.6028616
       1.7893608       1.3217927     0.025476361       1.6001961
       1.7893726       1.2966778     0.025328457       1.5892799
       1.7893844       1.2835899     0.025472222       1.5723095
       1.7893962       1.2895576     0.025419254       1.5509991
       1.7894080       1.2317869     0.025451578       1.5251422
       1.7894198       1.2863076     0.025673504       1.4943293
       1.7894316       1.2288764     0.025725448       1.4578049
       1.7894433       1.2118215     0.025841358       1.4165874
       1.7894551       1.2429329     0.025871311       1.3755869
       1.7894669       1.2848931     0.025812504       1.3370250
       1.7894787       1.3335735     0.025868635       1.3018019
       1.7894905       1.3676564     0.025984789       1.2721002
       1.7895023       1.3486527     0.025808891       1.2498491
       1.7895141       1.4428113     0.025844731       1.2367430
       1.7895258       1.4140328     0.025855122       1.2336038
       1.7895376       1.4807725     0.025934739       1.2409123
       1.7895494       1.5221975     0.026136399       1.2575001
       1.7895612       1.6372573     0.026449283       1.2822591
       1.7895729       1.7188699     0.026185570       1.3151323
       1.7895847       1.7469410     0.026060813       1.3563012
       1.7895965       1.7792593     0.026094394       1.4038042
       1.7896083       1.8156803     0.026521325       1.4517055
       1.7896200       1.8932046     0.026633417       1.4987781
       1.7896318       1.9559158     0.027023197       1.5428425
       1.7896436       1.9776534     0.027238395       1.5805614
       1.7896553       1.9180398     0.026821559       1.6113766
       1.7896671       1.9818432     0.026613444       1.6371027
       1.7896789       1.9607875     0.026400176       1.6605123
       1.7896906       1.9580304     0.026419212       1.6832021
       1.7897024       2.0731924     0.026727450       1.7067501
       1.7897142       1.9590877     0.026617310       1.7322061
       1.7897259       1.9686024     0.026623750       1.7586260
       1.7897377       2.0021337     0.026625777       1.7851188
       1.7897494       1.9045790     0.026598394       1.8108446
       1.7897612       1.8670632     0.026460274       1.8345814
       1.7897729       1.8768586     0.026440700       1.8561794
       1.7897847       1.9364888     0.026512454       1.8765106
       1.7897964       2.0206299     0.026481304       1.8943294
       1.7898082       2.0217303     0.026584019       1.9093740
       1.7898199       2.0888103     0.026362270       1.9223948
       1.7898317       2.0805096     0.026422392       1.9360067
       1.7898434       2.1299258     0.026647104       1.9502685
       1.7898552       2.0819921     0.026452093       1.9663295
       1.7898669       2.1415225     0.026657342       1.9821172
       1.7898787       2.1133389     0.026635255       1.9921238
       1.7898904       2.1066510     0.026746361       1.9912345
       1.7899022       2.0796295     0.026998841       1.9806773
       1.7899139       2.0122901     0.026798395       1.9635657
       1.7899256       1.9930150     0.026740694       1.9424762
       1.7899374       1.9601075     0.026637689       1.9201897
       1.7899491       1.9962006     0.026533945       1.8985211
       1.7899609       1.8669366     0.026200585       1.8782817
       1.7899726       1.8439986     0.026110444       1.8600381
       1.7899843       1.8197404     0.026051560       1.8438965
       1.7899960       1.7617670     0.025767231       1.8282532
       1.7900078       1.6925337     0.025434299       1.8116983
       1.7900195       1.6616121     0.025452130       1.7941502
       1.7900312       1.6219230     0.025468657       1.7756157
       1.7900430       1.5243961     0.025690122       1.7564666
       1.7900547       1.5404501     0.025719556       1.7360574
       1.7900664       1.4623570     0.025821580       1.7159648
       1.7900781       1.4774834     0.026001498       1.6972936
       1.7900899       1.4404132     0.026236326       1.6816811
       1.7901016       1.4754762     0.026334284       1.6704549
       1.7901133       1.4810012     0.026370407       1.6645147
       1.7901250       1.5205006     0.026304499       1.6629251
       1.7901367       1.5372124     0.026150568       1.6639506
       1.7901484       1.5750532     0.026180794       1.6666548
       1.7901602       1.6089903     0.026403368       1.6693537
       1.7901719       1.5691055     0.026044829       1.6684567
       1.7901836       1.5928844     0.025843189       1.6638514
       1.7901953       1.6473866     0.025884419       1.6548535
       1.7902070       1.5735127     0.026072441       1.6418845
       1.7902187       1.5498048     0.026296339       1.6263676
       1.7902304       1.5364565     0.026324701       1.6091310
       1.7902421       1.5225628     0.026478116       1.5898292
       1.7902538       1.4581310     0.026279661       1.5678333
       1.7902655       1.3468686     0.026189133       1.5410590
       1.7902772       1.2707141     0.025858817       1.5081137
       1.7902889       1.1842296     0.026080436       1.4673640
       1.7903006       1.1212414     0.026123934       1.4197043
       1.7903123       1.0853211     0.026245283       1.3641760
       1.7903240      0.98669422     0.026833777       1.2988673
       1.7903357      0.95224346     0.027885602       1.2242432
       1.7903474      0.92233913     0.030189494       1.1414380
       1.7903591             NaN             NaN       1.0558202
       1.7903708             NaN             NaN      0.97009865
       1.7903825             NaN             NaN      0.88668757
       1.7903942             NaN             NaN      0.80672431
       1.7904059             NaN             NaN      0.73008758
       1.7904176             NaN             NaN      0.65635313
       1.7904293             NaN             NaN      0.58740542
       1.7904409             NaN             NaN      0.52619667
       1.7904526      0.29813888     0.031716690      0.47336966
       1.7904643      0.28728868     0.028383603      0.43001524
       1.7904760      0.31267724     0.026512651      0.39560878
       1.7904877      0.27827045     0.025432163      0.36943165
       1.7904994      0.19016501     0.025256430      0.35006778
       1.7905110      0.11884522     0.024499856      0.33505505
       1.7905227      0.25561335     0.023990806      0.32461547
       1.7905344      0.21253414     0.024018303      0.31991612
       1.7905461      0.24646351     0.023842953      0.32237534
       1.7905577      0.29733450     0.023893642      0.33332407
       1.7905694      0.32429433     0.023957664      0.35172694
       1.7905811      0.42090059     0.024312094      0.37532328
       1.7905928      0.49106142     0.024350013      0.40017434
       1.7906044      0.50881796     0.024280892      0.42610376
       1.7906161      0.49512137     0.024330525      0.45363079
       1.7906278      0.50421175     0.024385678      0.48129386
       1.7906394      0.55253856     0.024613674      0.50705608
       1.7906511      0.61603311     0.024752932      0.52825396
       1.7906627      0.63863205     0.025025407      0.54591498
       1.7906744      0.66088521     0.025420069      0.56328952
       1.7906861      0.68424185     0.025775322      0.58309440
       1.7906977      0.69490029     0.026116345      0.60714819
       1.7907094      0.80642784     0.026987460      0.63590359
       1.7907210      0.94298835     0.027677581      0.66936066
       1.7907327      0.85739154     0.029444296      0.70682740
       1.7907444      0.81524978     0.032136416      0.74431620
       1.7907560             NaN             NaN      0.78135871
       1.7907677             NaN             NaN      0.81868608
       1.7907793             NaN             NaN      0.85662419
       1.7907910             NaN             NaN      0.89281669
       1.7908026             NaN             NaN      0.92381733
