# Config file was: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
# Input keywords were: /home/mtannock/ModelFittingTools/ExampleFitting1/config1.txt
#     2MASS0817
#     ~/ModelFittingTools/ExampleFitting1/sampledata1/
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     2M0817_Hband_order2_correct_uncert_best3_epochs.txt
#     IGRINS
#     SONORA-BOBCAT
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     ~/ModelFittingTools/ExampleFitting1/SonoraBobcatModelNames.txt
#     m100
#     1.779,1.798
#     1.779,1.798
#     0
#     ~/ModelFittingTools/ExampleFitting1/
#     Sept10_2022
#     21
#     23
#     0.5
#     8
#     11
#     0.5
#     0.6
#     0.01405
#     35
#     ~/ModelFittingTools/ExampleFitting1/samplemodels1/
#     Quadratic
#     -7.0
#     1
#
# TELLURIC LINE MASK APPLIED, <35% TRANSMISSION (from PSG) AND OH EMISSION LINES
#
# Filename                                  T_eff             log(g)         f_sed             chisquare       d.o.f.             reduchisquare    vsini(km/s)     rv(km/s)       a        b       c
sp_t1200g316nc_m0.0   1200    316    0           67890.084       1412.0000       48.080796       21.000000         8.0000000       -1684.6822       6027.1929      -5389.7748
sp_t1200g316nc_m0.0   1200    316    0           66026.103       1412.0000       46.760696       21.000000         8.5000000       -1676.2197       5996.9829      -5362.8126
sp_t1200g316nc_m0.0   1200    316    0           64412.224       1412.0000       45.617722       21.000000         9.0000000       -1668.4773       5969.3508      -5338.1577
sp_t1200g316nc_m0.0   1200    316    0           63065.075       1412.0000       44.663651       21.000000         9.5000000       -1660.3784       5940.4510      -5312.3759
sp_t1200g316nc_m0.0   1200    316    0           61986.906       1412.0000       43.900075       21.000000         10.000000       -1649.6822       5902.2624      -5278.2893
sp_t1200g316nc_m0.0   1200    316    0           61170.317       1412.0000       43.321755       21.000000         10.500000       -1640.6858       5870.1534      -5249.6386
sp_t1200g316nc_m0.0   1200    316    0           60610.813       1412.0000       42.925505       21.000000         11.000000       -1632.3601       5840.4477      -5223.1411
sp_t1200g316nc_m0.0   1200    316    0           67091.387       1412.0000       47.515147       21.500000         8.0000000       -1679.1527       6007.4540      -5372.1578
sp_t1200g316nc_m0.0   1200    316    0           65254.058       1412.0000       46.213922       21.500000         8.5000000       -1669.9368       5974.5475      -5342.7830
sp_t1200g316nc_m0.0   1200    316    0           63664.958       1412.0000       45.088497       21.500000         9.0000000       -1662.1549       5946.7725      -5317.9987
sp_t1200g316nc_m0.0   1200    316    0           62345.648       1412.0000       44.154142       21.500000         9.5000000       -1652.8268       5913.4746      -5288.2830
sp_t1200g316nc_m0.0   1200    316    0           61289.374       1412.0000       43.406072       21.500000         10.000000       -1642.8353       5877.8058      -5256.4488
sp_t1200g316nc_m0.0   1200    316    0           60488.253       1412.0000       42.838706       21.500000         10.500000       -1632.9684       5842.5807      -5225.0096
sp_t1200g316nc_m0.0   1200    316    0           59943.423       1412.0000       42.452849       21.500000         11.000000       -1624.0784       5810.8543      -5196.7031
sp_t1200g316nc_m0.0   1200    316    0           66200.780       1412.0000       46.884405       22.000000         8.0000000       -1671.6301       5980.6014      -5348.1926
sp_t1200g316nc_m0.0   1200    316    0           64404.350       1412.0000       45.612146       22.000000         8.5000000       -1662.1495       5946.7473      -5317.9698
sp_t1200g316nc_m0.0   1200    316    0           62861.928       1412.0000       44.519779       22.000000         9.0000000       -1653.3574       5915.3589      -5289.9546
sp_t1200g316nc_m0.0   1200    316    0           61571.431       1412.0000       43.605829       22.000000         9.5000000       -1642.8806       5877.9476      -5256.5560
sp_t1200g316nc_m0.0   1200    316    0           60536.827       1412.0000       42.873107       22.000000         10.000000       -1633.4285       5844.2050      -5226.4419
sp_t1200g316nc_m0.0   1200    316    0           59757.359       1412.0000       42.321076       22.000000         10.500000       -1623.7949       5809.8142      -5195.7485
sp_t1200g316nc_m0.0   1200    316    0           59234.100       1412.0000       41.950496       22.000000         11.000000       -1612.8443       5770.7153      -5160.8476
sp_t1200g316nc_m0.0   1200    316    0           66064.170       1412.0000       46.787656       22.500000         8.0000000       -1668.7737       5970.3961      -5339.0770
sp_t1200g316nc_m0.0   1200    316    0           64278.605       1412.0000       45.523092       22.500000         8.5000000       -1659.4645       5937.1542      -5309.4006
sp_t1200g316nc_m0.0   1200    316    0           62740.726       1412.0000       44.433942       22.500000         9.0000000       -1649.7969       5902.6308      -5278.5792
sp_t1200g316nc_m0.0   1200    316    0           61465.785       1412.0000       43.531009       22.500000         9.5000000       -1640.3081       5868.7556      -5248.3448
sp_t1200g316nc_m0.0   1200    316    0           60444.979       1412.0000       42.808059       22.500000         10.000000       -1630.1069       5832.3339      -5215.8347
sp_t1200g316nc_m0.0   1200    316    0           59673.310       1412.0000       42.261551       22.500000         10.500000       -1620.0014       5796.2526      -5183.6276
sp_t1200g316nc_m0.0   1200    316    0           59154.958       1412.0000       41.894446       22.500000         11.000000       -1610.3132       5761.6683      -5152.7629
sp_t1200g316nc_m0.0   1200    316    0           65626.032       1412.0000       46.477360       23.000000         8.0000000       -1662.9074       5949.4522      -5320.3822
sp_t1200g316nc_m0.0   1200    316    0           63872.664       1412.0000       45.235598       23.000000         8.5000000       -1653.2296       5914.8909      -5289.5253
sp_t1200g316nc_m0.0   1200    316    0           62370.315       1412.0000       44.171611       23.000000         9.0000000       -1642.6913       5877.2534      -5255.9193
sp_t1200g316nc_m0.0   1200    316    0           61118.414       1412.0000       43.284996       23.000000         9.5000000       -1633.0325       5842.7666      -5225.1349
sp_t1200g316nc_m0.0   1200    316    0           60115.790       1412.0000       42.574922       23.000000         10.000000       -1622.6534       5805.7058      -5192.0511
sp_t1200g316nc_m0.0   1200    316    0           59361.508       1412.0000       42.040728       23.000000         10.500000       -1612.6750       5770.0788      -5160.2499
sp_t1200g316nc_m0.0   1200    316    0           58859.696       1412.0000       41.685337       23.000000         11.000000       -1601.9420       5731.7559      -5126.0410
